app_package,category,confidence,reason
com.byd.moaais.external.idn,transportation,medium,比亚迪汽车服务
com.trac.tractogo,transportation,medium,物流运输服务
com.logisly.driver,transportation,medium,物流司机应用
com.hdvideoplayer.multimedeaplayer.videoplayerallformat,utility,high,全格式视频播放器
com.sonymobile.support,utility,high,索尼手机支持工具
com.mapzonestudio.best.language.translator.dictionary,utility,high,翻译词典工具
com.mbit.intromaker.game.intromaker,utility,medium,游戏片头制作
com.arrowshapes.silly.smile.gun.live.wallpaper.test,utility,medium,动态壁纸工具
ai.video.generator.text.video,utility,high,AI视频生成工具
com.sony.nfx.app.sfrc,utility,high,索尼官方配套工具
net.osmand,utility,high,离线地图导航工具
mp3converter.videotomp3.ringtonemaker,utility,high,音频转换工具
com.app.screenlog,utility,high,屏幕日志记录工具
com.ran.diamond.rewards,utility,medium,积分奖励应用
magnet.construct,utility,medium,磁力构造工具
dji.go.v4,utility,high,大疆无人机控制应用
com.pix4d.pix4dmapper,utility,high,无人机测绘工具
org.chromium.webapk.afb65a14f8a7bbecb_v2,utility,high,Chrome浏览器WebAPK封装
np.com.softwel.swmaps,utility,high,地理测绘工具
com.live.earth.map.satellite.map.view.driving.directions.navigation,utility,medium,卫星地图导航工具
com.opera.branding,utility,high,Opera浏览器组件
beauty.selfie.camera,utility,high,美颜自拍相机
com.liverecorder.videocall.recorderwa,utility,high,视频通话录制工具
com.friedl.randomlettergenerator,utility,high,随机字母生成工具
org.chromium.webapk.aa8f53e930aa7b13f_v2,utility,high,浏览器WebAPK
com.all.video.downloadmanager,utility,high,视频下载管理器
allvideodownloader.videosaver.storysaver,utility,high,视频下载工具
org.chromium.webapk.aea78b9c67d1ef3a2_v2,utility,high,浏览器WebAPK封装
com.otoreport.apkrajawalipulsa,utility,medium,话费充值工具
com.mobiledirection.easyanyrouteradmin192,utility,high,路由器管理工具
com.iphoneringtone.ringtoneiphone,utility,high,铃声下载工具
com.topupkuota,utility,medium,流量话费充值工具
com.effects.voice,utility,high,变声音效工具
com.libin.notification,utility,high,通知管理工具
hd.video.downloader.allvideodownloader.app,utility,high,视频下载工具
com.metric.lerningcaliper,utility,high,测量卡尺工具应用
org.chromium.webapk.a8bd681f6cee754cb_v2,utility,high,浏览器WebAPK封装
com.edgevpn.secure.proxy.unblock,utility,high,网络代理VPN工具
com.allvideodownloader.video.downloader.savevideos.allinone,utility,high,全能视频下载器
org.chromium.webapk.a42b8bcc8827b7755_v2,utility,high,浏览器WebAPK封装
com.xsafe.browser,utility,high,安全浏览器
com.vistrav.duplicateimagefinder,utility,high,重复图片查找清理
com.remoduplicatefilesremover,utility,high,重复文件清理工具
com.magicfluid.livewallpaper.fluidsimulation,utility,high,动态壁纸工具
com.chartcross.gpstest,utility,high,GPS信号测试工具
com.googlemap.ceibaii,utility,medium,地图导航工具
com.flyersoft.moonreader,utility,high,电子书阅读器
com.bemyeyes.bemyeyes,utility,medium,视障辅助应用
com.gazman.beep,utility,medium,提示音工具
com.alarm.alarmclock.clock,utility,high,闹钟时钟工具
com.logistara.printera,utility,high,打印管理工具
org.chromium.webapk.a4b03d3da69f85346_v2,utility,high,浏览器WebAPK
com.sonicake.gp_5,utility,medium,吉他效果器工具
org.chromium.webapk.adff66a4d2c57f853_v2,utility,high,浏览器WebAPK
com.hendyghsta.pdam,utility,high,水务缴费查询应用
com.shirokovapp.instasave,utility,high,IG下载工具
photo.selfie.beauty.hd.camera,utility,high,美颜相机工具
org.chromium.webapk.ab1a727688c8118c7_v2,utility,high,Chrome浏览器WebAPK封装
org.chromium.webapk.a820cc133556952be_v2,utility,high,Chrome浏览器WebAPK封装
com.snapmate.tiktokdownloadernowatermark,utility,high,视频去水印下载工具
photo.album.hd.gallery.quickpic,utility,high,相册管理工具
com.adguard.android.contentblocker,utility,high,广告拦截工具应用
org.chromium.webapk.af8db491c9f6329fd_v2,utility,high,浏览器WebAPK封装
com.nasser.huaweimanager,utility,high,华为设备管理工具
com.ikn.smartcity,utility,medium,智慧城市服务应用
com.softwareupdate.systemupdate,utility,high,系统更新工具
com.monotype.android.font.agent,utility,high,字体管理工具
com.dreamlabs.swissknife,utility,high,多功能工具箱
com.monotype.android.font.morrisfreestyle,utility,high,字体样式工具
com.monotype.android.font.typehappymarketlatin,utility,high,字体样式工具
com.amo.gps.geo.map.location.gpscamera,utility,high,GPS定位相机
com.gps.navigation.streetview.earthmap.satelliteview.compass.pro,utility,high,地图导航工具
com.cubeSuite,utility,medium,魔方辅助工具
com.image.excel.converter.convert.photos.jpg.pdf.png.jpeg.xlsx,utility,high,图片格式转换工具
gke.almanak,utility,medium,日历黄历工具
com.InnoSync.net,utility,medium,数据同步工具
id.co.limasakti.pdaminfo.kotabatam,utility,high,巴淡岛水务缴费应用
org.chromium.webapk.aac6762e660c8c6a7_v2,utility,high,Chrome浏览器WebAPK封装
photo.selfie.camera.makeup.beauty,utility,high,美颜自拍相机
tera.aiartgenerator.aiphoto.aiphotoenhancer,utility,medium,AI照片增强工具
org.chromium.webapk.a58dfe6f5d310b417_v2,utility,high,浏览器WebAPK封装
cleaner.clean.booster,utility,high,手机清理工具
com.otoreport.mjreloadatjehapk,utility,medium,话费流量充值
org.chromium.webapk.a3ca47b50bc5288d7_v2,utility,high,Chrome浏览器WebAPK封装
com.vidmind.aiimagegenerator,utility,medium,AI图像生成工具
map.gpscamera.geotag.photo.app,utility,high,地理标记相机
com.mobileiron,utility,high,企业移动设备管理
ap.portal.system,utility,high,系统门户组件
com.tscnpm.image.toprompt.generator.forstablediffusion.midjourney.prompt.builder,utility,medium,AI提示词生成工具
com.link.messages.sms,utility,medium,短信消息工具
photoeditor.aiart.animefilter.snapai,utility,high,AI照片编辑工具
org.chromium.webapk.aaf9e289cad35bfb8_v2,utility,high,浏览器WebAPK
wasaver.downloadstatus.videosaver.wasticker.downloader,utility,high,WhatsApp状态下载
com.km.cutpaste.util,utility,high,剪贴板管理工具
com.pdfreader.pdf.viewer.document.signer,utility,high,PDF阅读器签名
com.tera.scan,utility,high,文档扫描工具应用
free.vpn.unblock.proxy.vpnmonster,utility,high,VPN代理工具
com.junk.buster.junkcleaner.phone,utility,high,手机清理加速工具
com.quicinc.voice.activation,utility,medium,语音激活服务
org.chromium.webapk.add96e902c1d82187_v2,utility,high,浏览器WebAPK封装
io.gpscameramap.photostamp.locationtracker,utility,high,GPS相机工具
com.czw.freefit,utility,medium,健身记录工具
com.moneyexchange.currencyconverter.convertmoney.exchangerates,utility,high,汇率换算工具
com.hdvideodownloader.downloadall.ra,utility,high,视频下载工具
com.jba.gpsphototags,utility,medium,GPS照片标签工具
com.document.viewer.fileviewer.fileeditor,utility,high,文档查看编辑
com.coffeebeanventures.easyvoicerecorder,utility,high,语音录音工具
org.chromium.webapk.aabe9afde27c83a5a_v2,utility,high,Chrome WebAPK组件
com.contapps.android,utility,medium,未知工具应用
com.vpntechstudioinc.mobiledevca.vpnbrowserantiblokir,utility,medium,VPN防封锁浏览器
id.doran.jeteconnect,utility,medium,设备连接工具
com.terjemahan.penerjemahinggrisindonesia,utility,high,英印尼翻译
com.chattranslation.conversation.voicetranslator.translatorappfree.audiotranslator,utility,high,语音翻译工具
com.machtwatch_mobile,utility,medium,智能手表配套
com.lightricks.quickshot,utility,high,照片编辑工具
org.chromium.webapk.a827746888194658f_v2,utility,high,Chrome WebAPK组件
org.chromium.webapk.aa101831ac2829594_v2,utility,high,Chrome WebAPK组件
com.music.downloadfreeapp4you,utility,high,免费音乐下载
photography.sweet.selfie.camera,utility,high,自拍相机应用
com.appovo.bmicalculator,utility,high,健康计算工具
semlog.family.parent,utility,medium,家长控制工具
com.chipsea.btcontrol.en,utility,medium,蓝牙控制工具
com.comet.fitself.android,utility,medium,健身运动工具
com.pdfreader.lite.file,utility,high,PDF阅读工具
oss.gallerynew.android,utility,medium,相册图库管理
com.downloadplaytool,utility,medium,下载播放工具
com.cextor.pro,utility,medium,专业工具应用
com.maps.locator.gps.gpstracker.phone,utility,high,GPS定位追踪
org.chromium.webapk.a18846ce564056df7_v2,utility,high,Chrome WebAPK组件
org.chromium.webapk.a78a8965d07d353e0_v2,utility,high,Chrome WebAPK组件
com.compassfree.digitalcompass.forandroid.app,utility,high,数字指南针
com.recordpro.audiorecord,utility,medium,专业录音工具
pdf.reader.editor.office,utility,high,PDF编辑工具
pin.pinterest.video.downloader.pinterest.downloader,utility,high,视频下载工具
org.chromium.webapk.aef1990548974682d_v2,utility,high,浏览器网页应用
com.sharekaro.shareit,utility,high,文件传输工具
com.app.cerb.mcmeg,utility,medium,未知工具应用
id.qluster.soc,utility,medium,安全运营中心
com.xs2theworld.cxmobile,utility,medium,未知移动应用
org.chromium.webapk.afe325265e61db0f7_v2,utility,high,浏览器Web应用
com.app.cerb.mcrdp,utility,medium,未知工具应用
com.pulsar.nyxis,utility,medium,手机主题启动器
org.chromium.webapk.ac3f93f4ce04504dd_v2,utility,high,浏览器Web应用
com.appmaker.userlocation,utility,medium,位置追踪工具
com.gpsroutefinder.routemap.gpsnavigation.maps,utility,medium,GPS导航地图
com.cove.mobile,utility,medium,未知移动应用
com.app.ankmobile,utility,medium,未知移动应用
com.esound,utility,medium,音效调节工具
com.microsoft.launcher,utility,high,微软桌面启动器
id.tirtabenteng.siganteng,utility,medium,地方水务服务
cool.s20.camera,utility,medium,相机拍照工具
com.gsm.customer,utility,medium,通信客户服务
co.id.mtf.one,utility,medium,未知工具类应用
com.hdiot.cam,utility,medium,智能摄像头工具
com.jb.theme.gokeyboard,utility,high,键盘主题工具
com.mdiwebma.screenshot,utility,high,截图工具应用
net.fileminer.android,utility,high,文件管理工具
whatsapp.status.statuss,utility,high,WhatsApp状态保存
com.sdmc.iot.android,utility,medium,物联网控制工具
com.snowcorp.soda.android,utility,high,美颜相机应用
videomaker.slideshow.editor.photo.editor,utility,high,视频幻灯片制作
facebookdownloader.main.android.app,utility,high,视频下载工具
com.skydot.docxreader.docx.docxviewer.document.doc.office.viewer.reader.word,utility,high,文档阅读器工具
quit.sex.addiction.sys1.sys00.sysfiles,utility,low,健康辅助工具
com.plusphone.android,utility,medium,通讯工具类应用
com.updatesoftware.updateallapps,utility,medium,应用批量更新
com.weberdo.apps.serviceinfo,utility,medium,设备服务信息
crossmatch.com.otpapp,utility,high,身份验证工具
vjayraj.deletedcontacts,utility,medium,联系人恢复工具
com.voicencc.tran,utility,medium,语音翻译工具
com.lastseenotrackerlast,utility,medium,最后在线时间追踪
com.tools.control.center.simplecontrol,utility,high,快捷控制工具
com.animator,utility,medium,动画制作工具
com.mobile.truecall.tracker.locator.teccreations,utility,high,来电追踪工具
com.sec.app.samsungprintservice,utility,high,三星打印服务
com.language.translate.all.voice.translator,utility,high,语音翻译工具
com.xiaoxun.xunoversea.mibrofit,utility,medium,智能手表健康
net.xnano.android.photoexifeditor,utility,high,照片信息编辑
losebellyfat.flatstomach.absworkout.fatburning,utility,medium,减脂健身工具
org.chromium.webapk.a4cec67ce2c6a65b0_v2,utility,high,Chrome WebAPK组件
org.chromium.webapk.aaefc32ae6cad1c35_v2,utility,high,Chrome WebAPK组件
org.chromium.webapk.ab11340af1b1f104d_v2,utility,high,Chrome WebAPK组件
com.currencyconvert.exchangerate.globalupdate,utility,medium,汇率换算工具
com.locationshare.live.currentlocation,utility,medium,实时位置共享
org.chromium.webapk.a0f7c833642648d39_v2,utility,high,Chrome WebAPK组件
com.downloadmusic.mp3downloader.musicplayer,utility,high,音乐下载播放器
com.rosslaresecurity.btreader,utility,medium,蓝牙读卡器工具
com.xenstudio.romantic.love.photoframe,utility,high,照片相框工具
org.chromium.webapk.a8279ed50522b4f3b_v2,utility,high,浏览器网页应用
photocollage.photoeditor.photocollageeditor,utility,medium,照片拼贴编辑器
clean.master.antivirus.battery.ora,utility,high,清理杀毒工具
com.gogoogle.android.gms,utility,high,谷歌服务框架
com.ironmeta.security.turbo.proxy.vpntomato.pro,utility,high,安全代理VPN工具
com.myamplifiers,utility,medium,音频放大器工具
com.myxl.prioritas,utility,medium,XL电信会员服务
com.sec.android.autodoodle.service,utility,high,三星系统服务
com.sec.android.inputmethod.beta,utility,high,三星输入法服务
com.tech.analytics,utility,medium,数据分析工具
org.chromium.webapk.ae8e4294af3256b60_v2,utility,high,浏览器网页应用
me.piebridge.brevent,utility,high,应用休眠工具
org.chromium.webapk.a6c6ca9a336abe819_v2,utility,high,浏览器网页应用
com.forevernine.ikpure.android,utility,medium,未知工具应用
com.app.cerb.mcs9b,utility,medium,未知工具应用
net.fast.web.browser,utility,medium,快速网页浏览器
com.gansoft.photosolve,utility,high,图片解题工具
org.chromium.webapk.a275261f8cd627669_v2,utility,high,Chrome WebAPK组件
com.bharat.browser,utility,high,网页浏览器
com.ringtonemakerpro.android,utility,high,铃声制作工具
com.calculator.vault.hider.hider64helper,utility,medium,计算器隐藏保险箱
imperial.id.android,utility,medium,未知工具应用
org.chromium.webapk.af6d52331df8ecdb2_v2,utility,high,Chrome WebAPK组件
com.ipg.gguide.dcm_app.android,utility,medium,未知工具应用
com.atomic.apps.ringtone.cutter,utility,high,铃声剪辑工具
com.cl.memoption.cleanes,utility,medium,手机清理工具应用
com.easygoo.sutilitytol,utility,medium,通用工具类应用
com.quicktool.gpstracker,utility,high,GPS定位工具
org.chromium.webapk.ae82626d5e7a9be67_v2,utility,high,浏览器Web应用
com.gpscamera.timestamp.photolocation.geotag.gpsmapcamera,utility,high,GPS水印相机
org.chromium.webapk.a055b1b9b5a997916_v2,utility,high,浏览器网页应用
net.andirc.lteonfoff,utility,high,网络信号检测
it.jcsoftmobile.snailcamera.snailcamerapro,utility,high,专业相机应用
com.yourcompanyname.xperia1,utility,medium,索尼手机工具
com.sukros.timelapse,utility,high,延时摄影工具
music.videomaker.editor.tempo.vinkle.beat.vunkle.effect,utility,medium,视频编辑工具
com.sonyericsson.textinput.uxp,utility,high,索尼输入法
com.nttdocomo.android.applicationmanagersub,utility,medium,应用管理工具
app.arcopypaste,utility,medium,剪贴板管理工具
com.neximolabs.droidtimelapsepro,utility,high,延时摄影工具
com.thirtydays.headset,utility,medium,耳机控制工具
org.chromium.webapk.ae6a3acd5bbe9c30e_v2,utility,high,Chrome WebAPK组件
com.oprex.nopol,utility,medium,车牌识别工具
com.hpm.homi,utility,medium,智能家居控制
com.mobiroller.soda,utility,medium,未知工具应用
org.chromium.webapk.a48a8e0333a300b03_v2,utility,high,浏览器Web应用
com.wesclic.zendo,utility,medium,未知工具应用
com.desn.dagps,utility,medium,GPS定位工具
com.mirrorapp.magnifier.camera.mirror.mirrorcam.editor,utility,high,放大镜相机
com.xe.currency,utility,high,汇率换算工具
gplx.router.admin.page,utility,medium,路由器管理工具
com.enchantedcloud.photovault,utility,high,照片加密保险箱
org.chromium.webapk.ad742029f65e7ef0b_v2,utility,high,Chrome WebAPK组件
com.yadavapp.digitalclocklivewallpaper,utility,high,动态时钟壁纸
maybebaby.getpregnant.getbaby.flo,utility,medium,生理期追踪工具
com.otoreport.appsaveplus,utility,medium,应用备份工具
com.mocoo.hang.rtprinter,utility,high,打印工具应用
com.reliance.reliid,utility,medium,身份验证工具
com.adins.mss.odr.sms,utility,medium,短信管理工具
com.adins.mss.svy.sms,utility,medium,短信调查工具
xyz.parallaxnetwork.app,utility,medium,未知网络应用
com.phone.junk.cleaner.appszone,utility,high,手机清理工具
com.snr_computer.sp_lite,utility,medium,未知工具应用
org.chromium.webapk.a52dd650dbaa3a657_v2,utility,high,浏览器Web应用
com.coactplayworks.Quarantine.Check,utility,medium,健康检查工具
org.chromium.webapk.a74a6602800c8323e_v2,utility,high,浏览器Web应用
com.smartsecurityxzt,utility,high,安全防护工具
com.nitesh.vidmadevideo,utility,medium,视频制作工具
org.chromium.webapk.afef216f5312c1cbf_v2,utility,high,浏览器Web应用
com.jctswbglsm.SwipeAway,utility,low,滑动清理工具
cam.sweet.selfie.effect.camera,utility,high,美颜相机应用
psyberia.alpinequest.full,utility,high,户外导航地图
glitchvideoeditor.videoeffects.glitchvideoeffect,utility,high,视频特效编辑
id.serpul.sp21259,utility,medium,未知服务应用
com.bestringtonesapps.bestringtonesfree,utility,high,免费铃声工具
org.chromium.webapk.adefbf9aa9bc39e23_v2,utility,high,浏览器Web应用
com.digiphoto.android,utility,high,照片管理工具
org.chromium.webapk.ab566d23e979f5400_v2,utility,high,浏览器Web应用
org.chromium.webapk.ab26003464b7aa13e_v2,utility,high,浏览器Web应用
id.moxa.agent,utility,medium,设备代理工具
vpn.lavpn.unblock.new,utility,medium,VPN网络代理工具
org.chromium.webapk.a8de39a0072eee9b4_v2,utility,high,浏览器Web应用
com.kapidhvaj.textrepeater,utility,medium,文本重复工具
files.fileexplorer.filemanager,utility,high,文件管理器
org.chromium.webapk.ad13d7e9f5addacd1_v2,utility,high,浏览器Web应用
com.google.vr.vrcore,utility,high,Google VR核心服务
com.ease.smart.vpn,utility,high,网络代理VPN工具
com.btxdev.musiccompressor,utility,medium,音频压缩工具
com.oppo.quicksearchbox,utility,high,OPPO搜索
com.royalappcode.translation.voice.language.chat.interpreter,utility,high,翻译工具
com.themelist.iconpack.wallpaper,utility,medium,壁纸主题工具
com.ffskintool.ffs,utility,medium,游戏皮肤
com.samsung.accessory.callprovider,utility,high,三星配件服务
com.samsung.android.gearoplugin,utility,high,三星Gear插件
com.rake.bodyscale,utility,low,健康体重记录
com.bosch.pt.beco.consumer,utility,medium,博世家电控制
org.chromium.webapk.ae0b518fd511d10aa_v2,utility,high,Chrome WebAPK封装
com.app.hdwallpaper.live.walls.background,utility,medium,动态壁纸工具
com.vrem.wifianalyzer,utility,high,WiFi分析
com.studio8apps.instasizenocrop,utility,medium,图片尺寸编辑工具
com.bamboomedia.speedid,utility,medium,网络测速工具
com.socialapps.calculator,utility,high,计算器
com.promptfinder.aiimageprompts,utility,high,AI提示词
com.googleCamera.Wichaya8,utility,medium,谷歌相机移植版
org.uxeer.speedtest,utility,high,网速测试
org.chromium.webapk.a1de3945de790a972_v2,utility,high,Chrome浏览器WebAPK
com.smarttools.xbrowser.videodownloader,utility,high,浏览器下载
com.beatmusicplayer.app,utility,high,音乐播放
com.alldocument.hubhub,utility,high,文档管理工具
com.blitztkn.blitznetwork,utility,medium,网络加速工具
bt.photo.video.lock.album,utility,high,相册加密锁工具
com.smartcontrol.remoteac.universalapp.airconditioner,utility,high,空调遥控工具
com.imyfone.anytoandroid,utility,high,手机数据传输工具
simple.calc.pro.scp,utility,high,简易计算器
com.gd.pdf.reader.pdfviewer,utility,high,PDF阅读器
com.tos.contact,utility,high,通讯录管理工具
net.easyconn.carman.wws,utility,medium,车载互联工具
com.vibhorsrv.cameraids,utility,medium,相机识别工具
com.souryator.pdftojpg,utility,high,PDF转图片工具
iApp.Ringtone,utility,high,手机铃声工具
idphoto.passportphoto.maker,utility,high,证件照制作
com.gearup.booster,utility,high,手机加速清理工具
org.chromium.webapk.a58066fb758689c3a_v2,utility,high,Chrome网页封装
org.chromium.webapk.a1302bf278e4314d2_v2,utility,high,Chrome网页封装
com.divinememorygames.pedometer,utility,medium,计步器健康工具
com.github.shadowsocks,utility,high,代理工具
fast.safe.guard.vpn,utility,high,VPN工具
com.tiqiaa.remote,utility,medium,万能遥控器工具
id.co.tirtaalamtarakan.my,utility,medium,水务应用
com.google.android.GoogleCameraEngR15,utility,high,谷歌相机移植版
gps.map.mapcamera.locationonphoto.geotagging,utility,high,GPS相机
com.stable_diffusion_mobile,utility,high,AI生图
org.chromium.webapk.a118a0c4cebc78a6d_v2,utility,high,Chrome WebAPK封装
org.malwarebytes.antimalware,utility,high,杀毒安全工具
com.klikpeta.mbi,utility,medium,地图工具
com.flvplayer.mkvvideoplayer,utility,high,视频播放
com.dragonlab.compass,utility,high,指南针
com.artrace.sketch.paint.ardrawing,utility,high,AR绘画
air.printer.scanner.smart.airprint.app,utility,high,打印扫描
com.random.randomspinwheel.randomselection,utility,high,随机转盘
org.chromium.webapk.a30650e68b518c339_v2,utility,high,Chrome网页封装
com.samsung.smartviewad,utility,high,三星投屏
com.samsung.app.highlightplayer,utility,high,三星播放器
com.samsung.android.visionarapps,utility,high,三星AR
com.nikon.snapbridge.cmru,utility,high,尼康配套
com.tienlana.qrcodescanner,utility,high,二维码扫描
hub.browser.video.downloader.saver,utility,high,浏览器下载
org.chromium.webapk.a082cb8c16f5793df_v2,utility,high,Chrome浏览器WebAPK
hubx.whois.ai.search,utility,high,域名查询
com.camerapro.gcam,utility,medium,第三方相机工具
com.ushareit.lockit,utility,high,文件传输与锁屏
xyz.netfly,utility,low,网络加速/代理工具
space.gurtam.ruhavik,utility,high,GPS追踪
com.starstudio.harga_antam,utility,high,金价查询
com.stardev.pasaran,utility,medium,市场日历
com.clogica.videoeditor,utility,high,视频编辑
com.vpn.secure.ultra.proxy,utility,high,VPN代理工具
org.chromium.webapk.a25c0045a31f44205_v2,utility,high,Chrome WebAPK封装
org.chromium.webapk.a5718aec1559a0649_v2,utility,high,Chrome WebAPK封装
org.chromium.webapk.abfe38c3a11a2ce70_v2,utility,high,Chrome WebAPK封装
org.chromium.webapk.af59eb81b9c31686f_v2,utility,high,Chrome WebAPK封装
org.chromium.webapk.af5d4c565d00ca0e5_v2,utility,high,Chrome WebAPK封装
photoalbumgallery.photomanager.securegallery,utility,medium,相册文件管理工具
com.roidapp.photogrid,utility,high,照片拼图编辑
com.appxy.tinyscanner,utility,high,扫描工具
com.pdfreader.pdfviewer.pdfeditor.document,utility,high,PDF编辑查看器
com.controlcenter.simplecontrol.pro,utility,high,控制中心快捷工具
smartapps38.video.downloader.forpinterest,utility,high,Pinterest下载
com.free.slideshow.maker.music.videoshow.photo.videomaker,utility,high,幻灯片视频制作
org.chromium.webapk.aba9e5aa999b46f75_v2,utility,high,Chrome浏览器WebAPK
com.yunosolutions.indonesiacalendar.chinese,utility,medium,日历工具应用
com.centratelemedia.twingpstrack,utility,high,GPS定位追踪
com.phone.alarm.touchphone.thief,utility,high,防盗报警工具
com.smart.net.secure,utility,medium,网络安全防护
com.systweak.duplicatecontactfixer,utility,high,联系人清理
org.chromium.webapk.a8912860bcb7c07ef,utility,high,Chrome浏览器WebAPK
devian.tubemate.home,utility,high,视频下载工具
com.areacalculatorforland.gpsareameasure,utility,high,土地面积测量
free.vpnmalaysia.unblock.proxy.turbo.fast.secure,utility,high,VPN网络代理工具
org.chromium.webapk.a70378fb1489e3721_v2,utility,high,Chrome浏览器WebAPK
jp.Appsys.PanecalST,utility,medium,科学计算器
org.chromium.webapk.a90b0a5b57f7e7716_v2,utility,high,Chrome浏览器WebAPK
com.example.bpjsscrapperlasik,utility,low,BPJS数据抓取
com.fmsys.snapdrop,utility,high,局域网传文件
com.allrcs.hisense_remote,utility,high,海信电视遥控
com.yogavpn,utility,high,VPN网络工具
com.track.geo.finder,utility,high,GPS定位追踪
org.wallpapergalore.wpaper,utility,high,手机壁纸工具
com.santa.web3.browser,utility,high,Web3浏览器
com.jrzheng.supervpnpayment,utility,high,VPN网络代理
applock.lockapps.fingerprint.password.locker,utility,high,应用锁安全
menion.android.locus,utility,high,地图导航工具
beauty.camera.coocent,utility,high,美颜相机工具
net.lpjk.certificatescanner,utility,high,证书扫描工具
org.chromium.webapk.a353d394159297003_v2,utility,high,Chrome浏览器WebAPK
org.chromium.webapk.a879bc3450df83d72_v2,utility,high,Chrome浏览器WebAPK
org.chromium.webapk.a9cbec60c0f758397_v2,utility,high,Chrome浏览器WebAPK
videoeditor.videomaker.slideshow.fotoplay,utility,high,视频编辑制作
com.aiphoto.aiimage.artgenerator,utility,medium,AI图像生成
org.chromium.webapk.af1fed09f90a69a42_v2,utility,high,Chrome浏览器WebAPK
com.m24apps.phoneswitch,utility,high,手机数据迁移
com.ovz.carscanner,utility,medium,汽车诊断扫描
com.picgroup.removal.retouch.photoedit,utility,high,照片修图工具
makefullsizedp.mfsp.whtsdpmaker,utility,high,WhatsApp头像制作
video.downloader.nowatermark,utility,high,无水印视频下载
com.translate.translator.language.translatorapp,utility,high,多语言翻译
com.universal.remote.multi,utility,high,万能遥控器
com.wandapps.multilayerphoto,utility,medium,照片图层编辑
music.equalizer.volume.sound.booster,utility,high,音频增强工具
ph.spacedesk.beta,utility,high,屏幕扩展工具
com.solotech.apps.document.viewer.reader.scaner.pdfreader,utility,high,PDF扫描阅读器
org.chromium.webapk.a7993f588d13aa448_v2,utility,high,Chrome浏览器WebAPK
org.chromium.webapk.a5f9cd38d8c8961c1_v2,utility,high,Chrome浏览器WebAPK
com.pedometer.stepcounter.tracker,utility,high,步数追踪工具
com.filtersai.photoeditorintelligent.smartstudio,utility,high,AI照片编辑工具
filerecovery.recoverdeletedphotosvideo.irecovery,utility,high,文件恢复工具
photovideorecovery.recoverdeletedfilesphotovideo.azrecovery,utility,high,媒体恢复工具
com.compass.map.digitalcompass,utility,high,电子指南针工具
com.cartoonphoto.toonapp.cartoonavatar,utility,high,照片卡通编辑
com.magictiger.ai.picma,utility,medium,AI图片处理
com.liveearthmaps.gpsnavigation.streetviewlive.maps.navigation,utility,high,地图导航工具
org.chromium.webapk.ae6d2265b9afcc70d_v2,utility,high,Chrome浏览器WebAPK
watertracker.waterreminder.watertrackerapp.drinkwater,utility,medium,饮水提醒健康
com.huaweioverseas.smarthome,utility,high,智能家居控制
com.explore.web.browser,utility,high,网页浏览器
fonts.app.cool.keyboards.themes.widgets.icons.wallpapers,utility,high,键盘主题美化
com.actionlauncher.playstore,utility,high,手机桌面启动器
org.chromium.webapk.a777dfaf9c8b7d17d_v2,utility,high,Chrome浏览器WebAPK
com.itrybrand.tracker,utility,medium,位置追踪工具
com.vivo.gallery,utility,high,系统相册管理
com.healthandfitness.pedometer.steptracker,utility,high,计步健康工具
com.app.fast.vpn,utility,high,快速VPN工具
com.posindonesia.cob,utility,medium,印尼邮政服务
com.claptofind.phone.find.lostphone.by.clap.whistle,utility,high,手机查找工具
com.diavostar.documentscanner.scannerapp,utility,high,文档扫描工具
com.jaga.ibraceletplus.keepfit,utility,medium,智能手环健康
com.sharevpn.free.ganesa,utility,high,免费VPN工具
com.thunderbird.network,utility,medium,网络诊断工具
com.zipunzipfile.zipopener.zipfileextractor,utility,high,ZIP解压工具
vpn.free.best.bypass.restrictions.app,utility,high,翻墙VPN工具
org.chromium.webapk.a400662166043a9dd_v2,utility,high,Chrome浏览器WebAPK
com.winningapps.nfctagreader,utility,high,NFC标签读取
clean.antivirus.security.viruscleaner,utility,high,杀毒清理工具
com.jungleapps.wallpapers,utility,high,手机壁纸工具
com.universal.tv.remote.control.screen.mirroring,utility,high,电视遥控投屏
com.videoeditor.editingappsforvideos,utility,high,视频剪辑工具
com.mp4mp3,utility,high,音视频格式转换
com.sp.protector.free,utility,high,应用锁保护工具
org.chromium.webapk.afd4e1ab531f7f441_v2,utility,high,Chrome浏览器WebAPK
com.mp3.music.downloader.free.app,utility,high,音乐下载工具
com.appsky.pulsecare.healthtracker,utility,high,健康数据追踪
com.datarecovery.business.restoredeletedmessages,utility,high,数据恢复工具
ruocco.fartringtones,utility,high,铃声下载工具
org.chromium.webapk.ac6c85ca3b2908504_v2,utility,high,Chrome网页封装
org.chromium.webapk.a5e7c000794e70c7c_v2,utility,high,Chrome网页封装
org.chromium.webapk.a7fd86748a799adea_v2,utility,high,浏览器WebAPK封装
org.chromium.webapk.aa0864dadfe08e8d1_v2,utility,high,浏览器WebAPK
com.a3dapp,utility,medium,3D查看工具
com.photobox.nbexppll,utility,medium,照片打印工具
com.actechnology.biomatrix,utility,medium,生物识别工具
com.f5.edge.client_ics,utility,medium,企业网络客户端
org.chromium.webapk.a0892c85c4df72707_v2,utility,high,Chrome WebAPK封装
antivirus.virus.cleaner.clean.vpn.booster,utility,high,杀毒清理工具
