app,source,good_count,bad_count,total_count,category,confidence,reason
com.dynamixsoftware.printershare,common,2,1,3,utility,high,打印机共享工具
com.maxgames.stickwarlegacy,common,1,2,3,social_entertainment,high,火柴人战争游戏
com.icecoldapps.screenshoteasy,common,1,2,3,utility,high,截图工具应用
puzzle.blockpuzzle.cube.relax,common,2,1,3,social_entertainment,high,休闲方块拼图游戏
id.boga.mybogaapp,common,2,1,3,food_delivery,medium,餐饮外卖或点餐应用
com.bubadu.duddu,common,1,2,3,social_entertainment,high,儿童虚拟宠物游戏
offroad.racing.game,common,1,2,3,social_entertainment,high,越野赛车游戏
com.dud.pinjolpasticaircepat,common,1,2,3,cash_loan,high,含pinjol关键词属现金贷
com.solitekids.secilpelajarantkdanpaud,common,2,1,3,social_entertainment,medium,儿童早教学习应用
com.lemomo.indonesia.shopping,common,1,2,3,shopping,high,印尼购物电商平台
music.basss.booster.effect.equalizer,common,1,2,3,utility,high,音乐音效增强工具
com.appkitchen.teleprompter,common,2,1,3,productivity,high,提词器办公工具
com.zynga.livepoker,common,1,2,3,gambling,high,扑克棋牌赌博游戏
com.vip777rt.com2,common,1,2,3,gambling,medium,疑似老虎机赌博应用
com.BFFgerew.SplitMelfwe,common,2,1,3,utility,low,功能不明归为其他工具
com.yandex.browser,common,1,2,3,utility,high,Yandex浏览器工具
com.tukarpulsa,common,2,1,3,utility,medium,话费兑换工具
com.alwaysvolumebutton,common,1,2,3,utility,high,音量控制工具
lite.cryptotab.android,common,1,2,3,utility,high,加密货币浏览器
com.playfungame.jp,common,1,2,3,social_entertainment,high,休闲游戏应用
com.earnpay.solusiku,common,1,2,3,cash_loan,medium,疑似现金贷或赚钱应用
com.bh.house.xm,common,1,2,3,other,low,房产类应用归为其他
com.sinyee.babybus.princessII,common,1,2,3,social_entertainment,high,宝宝巴士公主游戏
com.apsupports.msiaps2,common,2,1,3,utility,medium,设备支持工具
com.xlink.xmobilebankingadkalbar,common,2,1,3,banking,high,西加里曼丹手机银行
com.huawei.maps.app,common,2,1,3,utility,high,华为地图导航工具
com.wavemusicplayer.app,common,1,2,3,utility,high,音乐播放器工具
com.cleanerflow.flow,common,2,1,3,utility,high,手机清理工具
com.mekari.flex,common,1,2,3,productivity,high,印尼Mekari企业办公
com.loan.smart.finance.quickapply,common,2,1,3,cash_loan,high,含loan关键词属现金贷
com.ixdigit.hanson,common,2,1,3,other,low,包名不明归为其他
com.legendofheroes.ultramangames,common,1,2,3,social_entertainment,high,奥特曼英雄游戏
com.gamebrain.hexasort,common,1,2,3,social_entertainment,high,六边形排序游戏
com.bigcake.android.bpdaily,common,1,2,3,other,low,功能不明归为其他
com.photo.imageeditor.photography,common,2,1,3,utility,high,图片编辑工具
com.tvt.superliveplus,common,2,1,3,social_entertainment,high,直播娱乐应用
com.sofeh.android.musicstudio3,common,2,1,3,utility,high,音乐制作工具
com.mypulsa,common,1,2,3,utility,high,话费充值工具
com.idamusic.lines,common,1,2,3,social_entertainment,medium,音乐节奏游戏
photography.blackgallery.android,common,2,1,3,utility,high,相册管理工具
com.aeoncredit.id.preassessment.creditcard,common,2,1,3,fintech_lending,high,永旺信贷评估应用
com.tuya.smartlife,common,2,1,3,utility,high,智能家居控制工具
com.watchfun.classearjoy,common,2,1,3,other,low,功能不明归为其他
com.dwidasa.bws.mb.android,common,1,2,3,banking,high,巴厘岛地方银行手机银行
com.edgepro.controlcenter.freess,common,2,1,3,utility,medium,系统控制中心工具
com.yadavapp.clocklivewallpaper,common,2,1,3,utility,high,动态壁纸工具
com.quint.turne,common,1,2,3,other,low,功能不明归为其他
onet.tile.match.puzzle.android,common,1,2,3,social_entertainment,high,连连看消除游戏
com.weather.nold.forecast,common,2,1,3,utility,high,天气预报工具
id.gaji.essv2,common,1,2,3,productivity,high,员工薪资自助系统
com.mastar.app,common,1,2,3,other,low,功能不明归为其他
com.okta.android.auth,common,2,1,3,productivity,high,企业身份验证工具
com.tplink.tpm5,common,2,1,3,utility,high,路由器管理工具
com.Hadiz.Yogaflex,common,1,2,3,social_entertainment,medium,瑜伽健身应用
com.suchat.app,common,1,2,3,social_entertainment,high,社交聊天应用
makeup.salon.beauty.diy.artist.makeover,common,2,1,3,social_entertainment,high,美妆沙龙游戏
com.WandaSoftware.TruckersofEurope3,common,2,1,3,social_entertainment,high,欧洲卡车模拟游戏
com.fin.topkredit,common,1,2,3,cash_loan,high,含kredit关键词属现金贷
com.maximo.painelled,common,2,1,3,other,low,功能不明归为其他
com.parkee,common,1,2,3,utility,medium,停车管理工具
com.pleco.chinesesystem,common,2,1,3,productivity,high,中文学习工具
com.fineart.universal.tv.remote.control,common,2,1,3,utility,high,电视遥控工具
com.forshared.files,common,2,1,3,utility,high,文件共享工具
com.nikon.wu.wmau,common,2,1,3,utility,high,尼康相机配套工具
com.numbuster.android,common,1,2,3,social_entertainment,medium,休闲数字游戏
com.AlxBear.MakeupMavenPriya,common,1,2,3,social_entertainment,high,美妆换装游戏
com.xindongfy.new.horriblegranny2.vivo,common,2,1,3,social_entertainment,high,恐怖奶奶游戏
closet.match.pair.matching.games,common,1,2,3,social_entertainment,high,衣橱配对消除游戏
com.harvest.android,common,2,1,3,other,low,功能不明归为其他
com.lgeha.nuts,common,1,1,2,utility,medium,LG健康配套工具
com.TTT.logomaker.logocreator.generator.designer,common,1,1,2,productivity,high,标志设计工具
com.pegipegi.android,common,1,1,2,transportation,high,印尼旅行预订平台
sortpuz.water.sort.puzzle.game,common,1,1,2,social_entertainment,high,倒水排序游戏
com.jaga.ibraceletplus.aigoband,common,1,1,2,utility,high,智能手环配套工具
com.jala9.live,common,1,1,2,social_entertainment,high,直播娱乐应用
com.kiosdana.android,common,1,1,2,ewallet,high,DANA关联支付应用
camera.timestamp.gpsmap.photo.gpscamera,common,1,1,2,utility,high,GPS水印相机工具
com.Vinyl.Racervf,common,1,1,2,social_entertainment,high,赛车竞速游戏
com.poldakaltim.telabangmandau,common,1,1,2,other,medium,东加里曼丹警方应用
com.ragil.convert,common,1,1,2,utility,high,格式转换工具
app.video.converter,common,1,1,2,utility,high,视频转换工具
com.jakarta.baca,common,1,1,2,social_entertainment,medium,雅加达阅读应用
com.nekki.shadowfight3,common,1,1,2,social_entertainment,high,暗影格斗3游戏
com.viprp99.com2,common,1,1,2,gambling,medium,疑似棋牌赌博应用
com.rockstargames.gtasa,common,1,1,2,social_entertainment,high,侠盗猎车手游戏
com.czw.freefit.ienjoy,common,1,1,2,social_entertainment,medium,健身运动应用
donwloader.ins.fb.twitter.videodownloader,common,1,1,2,utility,high,社交媒体视频下载
id.trakteer.app.trakteer_mobile,common,1,1,2,social_entertainment,high,创作者打赏平台
gallery.photomanager.picturegalleryapp.imagegallery,common,1,1,2,utility,high,相册管理工具
id.go.jatengprov.jateng_ngopeni_nglakoni.jateng_ngopeni_nglakoni,common,1,1,2,other,high,中爪哇省政府应用
com.blued.international.qy,common,1,1,2,social_entertainment,high,社交交友应用
org.findmykids.app,common,1,1,2,utility,high,儿童定位追踪工具
com.launcher.ios11.iphonex,common,1,1,2,utility,high,iOS风格启动器
com.pdf.read.view.editor.pdfreader.pdfviewer,common,1,1,2,productivity,high,PDF阅读编辑工具
com.idnFinTag.google,common,1,1,2,other,low,功能不明归为其他
cn.feelcool.superfiles,common,1,1,2,utility,high,超级文件管理工具
com.fillpdf.pdfeditor.pdfsign,common,1,1,2,productivity,high,PDF编辑签名工具
com.picmix.mobile,common,1,1,2,utility,high,图片拼贴编辑工具
musicplayer.musicapp.playmusic.mp3player,common,1,1,2,utility,high,MP3音乐播放器
lt.noframe.fieldsareameasure,common,1,1,2,utility,high,土地面积测量工具
com.tencent.wework,common,1,1,2,productivity,high,企业微信办公应用
club.setia.champ.android,common,1,1,2,other,low,功能不明归为其他
com.swwkbp.mhqq.gbjdcomic,common,1,1,2,social_entertainment,high,漫画阅读应用
com.ywhy.yjcr,common,1,1,2,other,low,功能不明归为其他
com.fusi24.berau.hse,common,1,1,2,productivity,medium,企业安全管理系统
com.msk.moski,common,1,1,2,other,low,功能不明归为其他
com.junejune.junejune,common,1,1,2,other,low,功能不明归为其他
com.asyncbyte.moneytracker,common,1,1,2,productivity,high,财务记账管理工具
okeko.animein.stream,common,1,1,2,social_entertainment,high,动漫流媒体应用
com.jrusly.JRChord,common,1,1,2,social_entertainment,medium,吉他和弦学习工具
com.videodownloader.snap.originalapktube,common,1,1,2,utility,high,视频下载工具
com.momoklucky.goconvenstorrasd,common,1,1,2,other,low,功能不明归为其他
com.dforge.everbest,common,1,1,2,other,low,功能不明归为其他
com.Kindle.Keepdfsser,common,1,1,2,utility,low,疑似阅读或工具应用
com.jonathanpuckey.radiogarden,common,1,1,2,social_entertainment,high,全球广播收听应用
com.gameamong.donutbubbleshoot,common,1,1,2,social_entertainment,high,泡泡射击游戏
com.magic.water.puzzle,common,1,1,2,social_entertainment,high,魔法水排序游戏
prediksi.lengkap,common,1,1,2,gambling,high,彩票预测赌博工具
com.tarboosh.collectemall,common,1,1,2,social_entertainment,medium,收集类休闲游戏
art.widgeet.android,common,1,1,2,utility,high,桌面小组件工具
com.clickworker.clickworkerapp,common,1,1,2,productivity,high,众包任务办公应用
com.tripledot.triple.tile.match.pair.game.three.master.object,common,1,1,2,social_entertainment,high,三消配对游戏
com.sweetmaple.block.gp,common,1,1,2,social_entertainment,high,方块消除游戏
com.sngict.rummy.gin,common,1,1,2,gambling,high,拉米纸牌赌博游戏
com.sukmaconvert.sukma,common,1,1,2,utility,high,格式转换工具
com.policetube,common,1,1,2,social_entertainment,medium,警务视频娱乐应用
com.stealthgame.master,common,1,1,2,social_entertainment,high,潜行类游戏
info.yogantara.utmgeomap,common,1,1,2,utility,medium,地理测绘工具
com.llx.chess,common,1,1,2,social_entertainment,high,国际象棋游戏
com.changdu.idreader,common,1,1,2,social_entertainment,high,小说阅读应用
com.ummutech.connect,common,1,1,2,utility,medium,设备连接工具
com.nut.sort.relax,common,1,1,2,social_entertainment,high,坚果排序游戏
com.a2a.android.onb,common,1,1,2,other,low,功能不明归为其他
com.gameloft.android.ANMP.GloftA9HM,common,1,1,2,social_entertainment,high,狂野飙车9游戏
ai.character.app,common,1,1,2,social_entertainment,high,AI角色聊天应用
shy.smartled,common,1,1,2,utility,high,智能灯光控制工具
media.music.musicplayer,common,1,1,2,utility,high,音乐播放器工具
com.slotslimited.fatcatcasino.android,common,1,1,2,gambling,high,老虎机赌场游戏
com.sinyee.babybus.rescueII,common,1,1,2,social_entertainment,high,宝宝巴士救援游戏
com.wasteland.heart,common,1,1,2,social_entertainment,medium,废土题材游戏
com.laboladoapp.labo_brick_car2,common,1,1,2,social_entertainment,high,积木汽车游戏
com.rosteam.gpsemulator,common,1,1,2,fake_gps,high,GPS位置模拟工具
com.simc.simlinmasapp,common,1,1,2,other,low,功能不明归为其他
com.lovenovel.read,common,1,1,2,social_entertainment,high,言情小说阅读应用
com.evolution.merge,common,1,1,2,social_entertainment,high,合成进化游戏
com.samsung.android.gearrplugin,common,1,1,2,utility,high,三星穿戴设备插件
com.dumplingsandwich.pencilsketch,common,1,1,2,utility,high,素描绘画工具
slideshow.videomaker.music.photoslideshow,common,1,1,2,utility,high,视频幻灯片制作
com.maximus_integrasi.app,common,1,1,2,other,low,功能不明归为其他
com.sharpened.androidfileviewer,common,1,1,2,utility,high,文件查看工具
com.loan.instantcash.finance.borrower,common,1,1,2,cash_loan,high,含loan关键词属现金贷
com.hole.collector.launcher.free.game.poute,common,1,1,2,social_entertainment,high,黑洞吞噬游戏
two.factor.authenticator.generator.code,common,1,1,2,productivity,high,双重验证安全工具
com.huabao.hris,common,1,1,2,productivity,high,人力资源管理系统
org.dayup.stocks.id,common,1,1,2,productivity,high,股票行情追踪工具
com.bri.mybri,common,1,1,2,banking,high,印尼人民银行手机银行
com.appmusicdownload.musicdownloadervani2app,common,1,1,2,utility,high,音乐下载工具
com.tohsoft.music.mp3.mp3player,common,1,1,2,utility,high,MP3播放器工具
id.co.bni.simponi,common,1,1,2,banking,high,印尼国家银行手机银行
comb.blackvuec,common,1,1,2,utility,high,行车记录仪配套工具
com.tv.mini.short,common,1,1,2,social_entertainment,high,短视频娱乐应用
com.app.logex,common,1,1,2,utility,medium,日志查看工具
com.dsi.ant.service.socket,common,1,1,2,utility,high,蓝牙传感器服务
com.camera.sweet.beauty.fillter.selfiecamera,common,1,1,2,utility,high,美颜自拍相机
com.exo.app.hd.camera,common,1,1,2,utility,high,高清相机工具
com.eyezy.android,common,1,1,2,utility,high,手机监控定位工具
com.makassar.superapps,common,1,1,2,other,medium,望加锡市政服务应用
com.finetiks.mobile,common,1,1,2,fintech_lending,high,金融科技借贷平台
com.geotrackpro.gpsphonelocationtracker,common,1,1,2,utility,high,GPS定位追踪工具
com.sharlocation.friend.family,common,1,1,2,utility,high,位置共享工具
com.dsi.ant.plugins.antplus,common,1,1,2,utility,high,运动传感器插件
com.tofu.videosfplayer,common,1,1,2,utility,high,视频播放工具
com.sina.weibo,common,1,1,2,social_entertainment,high,微博社交应用
com.solou.catendless.run,common,1,1,2,social_entertainment,high,猫咪跑酷游戏
com.sega.FootballClubChampions,common,1,1,2,social_entertainment,high,足球俱乐部游戏
id.go.kemensos.sikdmobile,common,1,1,2,other,high,印尼社会部政务应用
mbs.diamond.capsasusun,common,1,1,2,gambling,high,卡普萨纸牌游戏
tv.twitch.android.app,common,1,1,2,social_entertainment,high,Twitch直播平台
cek.pajakkendaraanjabar,common,1,1,2,utility,high,西爪哇车辆查税工具
com.gtsy.passengerexpress,common,1,1,2,transportation,medium,客运出行应用
com.cace.finace.toof,common,1,1,2,cash_loan,medium,疑似现金贷应用
com.toilet.rush.to.home,common,1,1,2,social_entertainment,high,厕所冲刺游戏
com.samsung.android.app.simplesharing,common,1,1,2,utility,high,三星文件共享工具
com.trackermurah.gps,common,1,1,2,utility,high,廉价GPS追踪工具
com.linuxauthority.screenrecorder,common,1,1,2,utility,high,屏幕录制工具
com.nandifs.SIAPMobilePlus,common,1,1,2,banking,medium,地方银行手机应用
com.softwareupdate.updatesoftware.updateallapp.phoneupdates.appupdate,common,1,1,2,utility,high,应用更新工具
dev.iconpln.mims,common,1,1,2,utility,high,印尼电力缴费工具
com.id1menangbet.ntmenangbet,common,1,1,2,gambling,high,体育博彩赌博应用
com.sec.spp.push,common,1,1,2,utility,high,三星推送服务
com.lyrebirdstudio.sticker_maker,common,1,1,2,utility,high,表情包制作工具
com.jrsoftworx.winkelmesser,common,1,1,2,utility,high,量角器测量工具
com.thisisapril.mobile,common,1,1,2,other,low,未知应用包名
amalia.com,common,1,1,2,other,low,未知应用包名
com.honanStudio.driveX,common,1,1,2,social_entertainment,medium,驾驶模拟游戏
com.apps.carefast,common,1,1,2,other,low,健康护理类应用
com.fcg.tricky.puzzle.mini.games,common,1,1,2,social_entertainment,high,益智小游戏
com.all.document.reader.my.pdf,common,1,1,2,utility,high,PDF文档阅读器
com.dev47apps.droidcam,common,1,1,2,utility,high,DroidCam摄像头工具
cn.com.yimm.dpack,common,1,1,2,other,low,未知中文应用
screenrecorder.recorder.editor,common,1,1,2,utility,high,屏幕录制编辑工具
com.tagihan.indihome,common,1,1,2,utility,medium,Indihome账单查询
com.elegant.games.car.drifting.driving.simulator,common,1,1,2,social_entertainment,high,赛车漂移游戏
com.telkom.indihome.internal.technician,common,1,1,2,utility,medium,Telkom技师工具
id.tacc.lensa,common,1,1,2,utility,medium,相机拍照工具
id.tacc.lensa3,common,1,1,2,utility,medium,相机拍照工具
id.tacc.lensa_chat,common,1,1,2,utility,medium,相机聊天工具
br.com.blackmountain.photo.text,common,1,1,2,utility,medium,照片加字编辑
co.mountainreacher.nocropforwhatsapp,common,1,1,2,utility,medium,WA防裁剪工具
id.kompas.app,common,1,1,2,social_entertainment,high,Kompas新闻资讯
com.gamepark.vehicle.simulator.driving.games,common,1,1,2,social_entertainment,high,车辆模拟游戏
com.monotype.android.font.harmoniasanscondensed,common,1,1,2,utility,high,系统字体管理
com.shorts.drama.sz,common,1,1,2,social_entertainment,high,短剧视频应用
com.kigle.cocobi.dentist,common,1,1,2,social_entertainment,high,儿童牙医游戏
co.vulcanlabs.printer,common,1,1,2,utility,high,打印工具应用
air.byss.mobi.instaplacefree,common,1,1,2,utility,medium,Instagram定位工具
com.tw.forex,common,1,1,2,other,medium,外汇交易应用
com.whatsweb.app,common,1,1,2,utility,medium,WhatsApp网页工具
com.garmin.android.apps.explore,common,1,1,2,utility,high,Garmin探索工具
com.mob.crowd.arena.wars,common,1,1,2,social_entertainment,high,人群战争游戏
com.recover.deleted.text.messages.backup,common,1,1,2,utility,high,短信恢复备份
com.andromo.dev442089.app510450,common,1,1,2,other,low,Andromo打包应用
com.community.mbox.id,common,1,1,2,social_entertainment,medium,社区社交应用
com.openmygame.games.android.fillwordsoffline,common,1,1,2,social_entertainment,high,填字小游戏
com.webpack.happyblockblast,common,1,1,2,social_entertainment,high,方块消除游戏
com.yxhjandroid1.uhouzzdis,common,1,1,2,other,low,未知应用包名
com.samsung.android.productsearch,common,1,1,2,utility,high,三星产品搜索
com.google.android.apps.work.clouddpc,common,1,1,2,utility,high,Google云设备策略
com.lastseenlog,common,1,1,2,utility,medium,最后上线记录
com.sephora.digital,common,1,1,2,shopping,high,丝芙兰购物应用
com.microsoft.designer,common,1,1,2,productivity,high,微软设计办公
hai.lior.ukaleletunerfree,common,1,1,2,utility,medium,尤克里里调音
com.fugo.wowzen,common,1,1,2,social_entertainment,high,Zen休闲游戏
com.favoriteapp.id,common,1,1,2,other,low,未知应用包名
com.fingersoft.hillclimb,common,1,1,2,social_entertainment,high,登山赛车游戏
com.tripledot.woodoku,common,1,1,2,social_entertainment,high,Woodoku游戏
com.tenqube.notisave,common,1,1,2,utility,high,通知保存工具
id.go.polri.emental,common,1,1,2,other,medium,印尼警方应用
com.sony.songpal.mdr,common,1,1,2,utility,high,索尼音频控制
photos.gallery.album.imagelock.photovault,common,1,1,2,utility,high,相册加密工具
com.koanba.kipaskipas,common,1,1,2,utility,medium,手机风扇工具
com.kakao.talk,common,1,1,2,social_entertainment,high,KakaoTalk社交
antamgold.android,common,1,1,2,other,medium,黄金投资应用
id.go.kalbarprov.bapenda.samsat.app,common,1,1,2,utility,medium,车辆税务工具
com.PoxelStudios.DudeTheftAuto,common,1,1,2,social_entertainment,high,侠盗模拟游戏
id.co.aviana.m_pulsa,common,1,1,2,utility,medium,话费充值工具
com.bluesky.best_ringtone.free2017,common,1,1,2,utility,high,铃声设置工具
com.brother.mfc.brprint,common,1,1,2,utility,high,兄弟打印机
com.silly.fun.smile.live.wallpaper,common,1,1,2,utility,medium,动态壁纸工具
com.akumaju.apps,common,1,1,2,other,low,未知应用包名
com.splendapps.shark,common,1,1,2,other,low,未知应用包名
ringtonesforandroidphonefree.ringtones.ringtonessongs.ringtonesapp,common,1,1,2,utility,high,免费铃声工具
com.icandesignapp.all,common,1,1,2,utility,medium,平面设计工具
com.hellotalk,common,1,1,2,social_entertainment,high,语言交换社交
com.dv.adm,common,1,1,2,utility,high,ADM下载管理器
com.fattoy.shelter,common,1,1,2,utility,high,工作空间隔离
com.ranch.mobile,common,1,1,2,other,low,未知应用包名
kiis.diskominfo.kepri.siap,common,1,1,2,other,medium,政府服务应用
at.nk.tools.iTranslate,common,1,1,2,utility,high,iTranslate翻译
com.app.calculator.vault.hider,common,1,1,2,utility,high,计算器隐藏保险箱
com.gamemalt.applocker,common,1,1,2,utility,high,应用锁工具
facebookvideodownloader.videodownloaderforfacebook,common,1,1,2,utility,high,FB视频下载
com.disdukcapil.layanantunggu,common,1,1,2,utility,medium,民政排队工具
com.google.android.apps.cloudconsole,common,1,1,2,utility,high,Google云控制台
com.ktwapps.digitalcompass,common,1,1,2,utility,high,数字指南针
com.akulakufinance,common,1,1,2,fintech_lending,high,Akulaku信贷平台
com.hairclipper.liedetector.brokenscreen.prankguys,common,1,1,2,social_entertainment,medium,恶搞娱乐应用
com.shopee.shopeeseller,common,1,1,2,shopping,high,Shopee卖家端
id.co.ioh.hifi,common,1,1,2,utility,medium,运营商服务
com.fevint.rs_syafira_apps,common,1,1,2,other,medium,医院服务应用
com.callerid.block,common,1,1,2,utility,high,来电识别拦截
com.netease.nshmsea,common,1,1,2,social_entertainment,high,网易游戏
id.sumberalam.app,common,1,1,2,other,low,未知应用包名
com.deals.life,common,1,1,2,shopping,medium,折扣购物应用
com.jsk.gpsareameasure,common,1,1,2,utility,high,GPS面积测量
id.homecredit.much,common,1,1,2,fintech_lending,high,Home Credit信贷
id.co.danamon.dwallet,common,1,1,2,banking,high,Danamon银行
com.maleo.ojollife,common,1,1,2,transportation,medium,网约车司机端
com.lite.tera.iplayerbox,common,1,1,2,social_entertainment,medium,IPTV播放器
com.trophygames.truckmanager,common,1,1,2,social_entertainment,high,卡车管理游戏
com.heytap.wallet,common,1,1,2,ewallet,high,HeyTap电子钱包
com.weile.bygame,common,1,1,2,social_entertainment,high,休闲小游戏
us.zoom.videomeetings4intune,common,1,1,2,productivity,high,Zoom会议办公
com.salinastudio.live.football.tv,common,1,1,2,social_entertainment,high,足球直播应用
com.amelosinteractive.snake,common,1,1,2,social_entertainment,high,贪吃蛇游戏
air.com.hypah.io.slither,common,1,1,2,social_entertainment,high,Slither.io游戏
com.kajewDev.akuPeternakLELE,common,1,1,2,social_entertainment,high,养鲶鱼游戏
com.mobilelegends.taptest,common,1,1,2,social_entertainment,high,MLBB测试工具
com.id6sr777.ntsr777ct2,common,1,1,2,gambling,high,777赌博应用
com.nagawin,common,1,1,2,gambling,high,Naga Win博彩
com.rtg.streetsoccer.futsalgames.streetfootball.soccer.football,common,1,1,2,social_entertainment,high,街头足球游戏
com.zjx.gamebox,common,1,1,2,social_entertainment,medium,游戏盒子应用
id.co.miraeasset.stock,common,1,1,2,other,medium,股票交易应用
com.pdf.edit.read.pdfreader,common,1,1,2,utility,high,PDF编辑阅读
com.dzikir.wirid.sesudah.shalat.ampuh,common,1,1,2,religious,high,伊斯兰祈祷
com.linwear.top,common,1,1,2,other,low,未知应用包名
com.muslimidia.tuntunan_shalat,common,1,1,2,religious,high,礼拜指南应用
com.four4glte.only.networkmode,common,1,1,2,utility,high,网络模式切换
galleryapp.picturelock.gallerylock.albums,common,1,1,2,utility,high,图库锁定工具
com.imipsapp.IMIP_Apps,common,1,1,2,other,low,园区管理应用
com.ytv.player,common,1,1,2,utility,high,视频播放器
com.arlonstudio.starsweep,common,1,1,2,social_entertainment,high,消除类游戏
com.nazer.gaming.blockfill,common,1,1,2,social_entertainment,high,方块填充游戏
com.karaapp,common,1,1,2,other,low,未知应用包名
com.epson.epsonsmart,common,1,1,2,utility,high,爱普生打印
com.bonbongame.kids.toddler.baby.care.games,common,1,1,2,social_entertainment,high,幼儿早教游戏
com.blocky.quest,common,1,1,2,social_entertainment,high,方块冒险游戏
com.hotplay.babyexcavator,common,1,1,2,social_entertainment,high,儿童挖掘机
com.scaleup.chatai,common,1,1,2,utility,medium,AI聊天助手
com.viki.android,common,1,1,2,social_entertainment,high,Viki影视流媒体
park.master.car.parking.games,common,1,1,2,social_entertainment,high,停车模拟游戏
com.bsg.bsgtouch,common,1,1,2,other,low,未知应用包名
com.islamiapps.dalail,common,1,1,2,religious,high,伊斯兰指引
com.rumahsiapkerja.taqwa,common,1,1,2,religious,medium,求职宗教应用
com.scribd.app.reader0,common,1,1,2,productivity,high,文档阅读办公
com.scribd.app.reader0.docs,common,1,1,2,productivity,high,文档阅读办公
com.ai.avatar.face.portrait.app,common,1,1,2,utility,medium,AI头像生成
com.wz.tank.robot.car.game,common,1,1,2,social_entertainment,high,坦克机器人游戏
com.wastickerapps.whatsapp.stickers,common,1,1,2,social_entertainment,medium,WA贴纸娱乐
ee.mtakso.client,common,1,1,2,transportation,high,Bolt出行打车
com.word.block.puzzle.free.relax,common,1,1,2,social_entertainment,high,单词拼图游戏
com.pregnancy.tracker.due.date.countdown.contraction.timer,common,1,1,2,utility,medium,孕期追踪工具
jp.co.omron.healthcare.omron_connect,common,1,1,2,utility,high,欧姆龙健康
com.newgeneration.qr.code.reader.qr.scanner.code.generator,common,1,1,2,utility,high,二维码扫描
pdfscanner.documentscan.camerascanner.pdfcreator,common,1,1,2,utility,high,PDF扫描工具
tv.mola.app,common,1,1,2,social_entertainment,high,Mola体育直播
com.all.document.reader.doc.pdf.reader,common,1,1,2,utility,high,PDF阅读器
com.kingsofgames.chessuniverse,common,1,1,2,social_entertainment,high,国际象棋游戏
com.handycloset.android.photolayers,common,1,1,2,utility,high,照片图层编辑
com.languagetranslator.translatorapp.smartscanner.dictionary.translation.voicetranslator,common,1,1,2,utility,high,多语言翻译
com.read.goodnovel.mi,common,1,1,2,social_entertainment,high,小说阅读娱乐
com.vip666f.com2,common,1,1,2,gambling,high,666赌博应用
com.trimble.buildings.sketchup,common,1,1,2,productivity,high,3D建模办公
com.noventure.minishorts,common,1,1,2,social_entertainment,high,短视频娱乐
com.vip55rp.com2,common,1,1,2,gambling,high,55赌博应用
io.supercent.prison,common,1,1,2,social_entertainment,high,监狱模拟游戏
com.pkss.app,common,1,1,2,other,low,未知应用包名
media.player.video.musicplayer,common,1,1,2,utility,high,媒体播放器
com.samsung.android.rajaampat,common,1,1,2,utility,high,三星AR功能
wan.util.showtime,common,1,1,2,other,low,未知应用包名
com.chuangmi.imihome,common,1,1,2,utility,high,米家智能家居
com.samsung.android.aremojieditor,common,1,1,2,utility,high,三星AR表情
com.mm.android.smartlifeiot,common,1,1,2,utility,high,智能生活IoT
id.doran.dorangadget,common,1,1,2,shopping,medium,数码购物应用
co.livesatelliteview,common,1,1,2,utility,medium,卫星地图查看
com.money.budget.expense.tracker.finance,common,1,1,2,productivity,high,财务记账工具
com.gm.maestro.xm,common,1,1,2,social_entertainment,high,GM休闲游戏
com.digidust.elokence.akinator.freemium,common,1,1,2,social_entertainment,high,Akinator猜人
com.gm.mini.xm,common,1,1,2,social_entertainment,high,GM小游戏
com.klook,common,1,1,2,shopping,high,旅游预订电商
com.negroni.android.satellitetracker.app,common,1,1,2,utility,medium,卫星追踪器
com.piriform.ccleaner,common,1,1,2,utility,high,CCleaner清理
com.springwalk.mediaconverter,common,1,1,2,utility,high,媒体格式转换
com.xbet.betindonesia.com,common,1,1,2,gambling,high,xbet博彩应用
audio.mp3player.music.player,common,1,1,2,utility,high,MP3播放器
com.tyou.master.xm,common,1,1,2,social_entertainment,high,大师级游戏
com.muslimmer.prayer.times.qibla.compass.azan.holy.quran,common,1,1,2,religious,high,穆斯林祈祷
com.video.welive,common,1,1,2,social_entertainment,medium,直播娱乐应用
com.car.journey.game,common,1,1,2,social_entertainment,high,汽车旅程游戏
net.peakgames.amy,common,1,1,2,social_entertainment,high,Toon Blast游戏
com.v09.real.moto.bike.driving.racing.city.open.world,common,1,1,2,social_entertainment,high,摩托赛车游戏
com.crypto.star,common,1,1,2,other,medium,加密货币应用
pdfreader.proeditor.freepdfviewer,common,1,1,2,utility,high,PDF阅读编辑
com.wifipassword.wifimap.wifiscan,common,1,1,2,utility,high,WiFi扫描工具
com.redteamobile.virtual.softsim,common,1,1,2,utility,high,虚拟SIM卡工具
com.bible.kids,common,1,1,2,religious,high,儿童圣经应用
com.tzh.wifi.wificam.activity,common,1,1,2,utility,high,WiFi摄像头
com.lbe.parallel.intl.arm64,common,1,1,2,clone_app,high,Parallel Space双开
putulive.app.sport,common,1,1,2,social_entertainment,medium,体育直播应用
com.melodybeat.music,common,1,1,2,utility,high,节拍音乐工具
com.ioscontrol.themed.control.center.smart,common,1,1,2,utility,medium,控制中心主题
com.funnyvideo.cgame.treasure.elimination,common,1,1,2,social_entertainment,high,消除类游戏
com.estrongs.android.pop,common,1,1,2,utility,high,ES文件管理器
